region,universe,decay,neutralization,delay,alpha_expr,sharpe,fitness,turnover,weight_concentration,failure_reason
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(rank(close-open), 10), 8)",0.66,0.46,0.85,0.69,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(rank(close-open), 20), 5)",1.1,1.5,0.57,0.07,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(rank(close-open), 20), 5)",2.48,0.28,0.64,0.74,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(rank(close-open), 20), 10)",2.44,0.44,0.67,0.86,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(rank(close-open), 20), 10)",1.02,1.62,0.0,0.36,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(rank(close-open), 20), 20)",1.08,2.08,0.18,0.89,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(rank(close-open), 20), 2)",-0.07,1.53,0.19,0.65,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(rank(close-open), 20), 4)",1.98,0.78,0.65,0.36,low_fitness
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(rank(close-open), 20), 8)",1.79,0.19,0.49,0.94,low_fitness
USA,TOP1000,4,SECTOR,1,rank(-ts_corr(rank(volume)),0.77,1.17,0.01,0.64,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(rank(-ts_corr(rank(volume)), 5)",0.14,0.14,0.86,0.84,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(rank(-ts_corr(rank(volume)), 10)",0.12,1.12,0.34,0.19,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(rank(-ts_corr(rank(volume)), 10)",1.35,0.95,0.73,0.62,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_mean(rank(-ts_corr(rank(volume)), 20)",1.7,1.1,0.61,0.05,high_turnover
USA,TOP1000,4,SECTOR,1,"ts_rank(rank(-ts_corr(rank(volume)), 20)",1.88,0.68,0.42,0.71,low_fitness
USA,TOP1000,4,SECTOR,1,"decay_linear(rank(-ts_corr(rank(volume)), 4)",0.97,0.77,0.63,0.71,low_sharpe
USA,TOP1000,4,SECTOR,1,zscore(-ts_corr(rank(volume)),0.85,1.25,0.79,0.35,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(zscore(-ts_corr(rank(volume)), 5)",1.91,0.71,0.3,0.0,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_rank(zscore(-ts_corr(rank(volume)), 5)",0.96,1.76,0.63,0.59,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(zscore(-ts_corr(rank(volume)), 10)",0.11,2.11,0.55,0.07,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(zscore(-ts_corr(rank(volume)), 10)",-0.06,0.94,0.1,0.89,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(zscore(-ts_corr(rank(volume)), 20)",0.59,0.19,0.11,0.34,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(zscore(-ts_corr(rank(volume)), 2)",0.53,0.13,0.74,0.57,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(zscore(-ts_corr(rank(volume)), 4)",1.55,1.75,0.67,0.39,high_turnover
USA,TOP1000,4,SECTOR,1,"decay_linear(zscore(-ts_corr(rank(volume)), 8)",0.22,0.42,0.4,0.61,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 5)",0.11,1.71,0.25,0.54,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 5)",1.09,1.29,0.09,0.07,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 10)",2.26,0.06,0.13,0.55,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 10)",0.03,0.43,0.5,0.19,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 20)",1.43,0.83,0.53,0.68,low_fitness
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 2)",0.49,1.69,0.14,0.21,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 4)",0.65,0.25,0.25,0.87,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 8)",1.22,0.62,0.67,0.31,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 5)",-0.01,0.79,0.07,0.24,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 5)",0.85,2.05,0.02,0.59,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 20)",1.12,2.12,0.87,0.37,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 2)",0.32,2.12,0.33,0.5,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 4)",2.63,0.23,0.4,0.93,low_fitness
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 8)",-0.05,0.35,0.06,0.95,low_sharpe
USA,TOP1000,4,SECTOR,1,rank(rank(ts_std_dev(returns),1.75,0.55,0.36,0.35,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_mean(rank(rank(ts_std_dev(returns), 5)",1.75,0.95,0.19,0.58,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_mean(rank(rank(ts_std_dev(returns), 10)",2.05,0.05,0.15,0.3,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_rank(rank(rank(ts_std_dev(returns), 10)",0.81,1.41,0.87,0.41,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(rank(rank(ts_std_dev(returns), 20)",0.44,1.84,0.47,0.09,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(rank(rank(ts_std_dev(returns), 20)",0.63,0.63,0.29,0.57,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(rank(rank(ts_std_dev(returns), 4)",0.0,1.4,0.84,0.01,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(rank(rank(ts_std_dev(returns), 8)",2.68,0.68,0.84,0.28,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_mean(zscore(rank(ts_std_dev(returns), 5)",-0.16,0.44,0.0,0.7,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(zscore(rank(ts_std_dev(returns), 5)",0.56,0.76,0.66,0.33,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(zscore(rank(ts_std_dev(returns), 10)",2.52,0.52,0.64,0.92,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_rank(zscore(rank(ts_std_dev(returns), 10)",0.88,1.88,0.54,0.88,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(zscore(rank(ts_std_dev(returns), 20)",-0.18,1.42,0.13,0.53,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(zscore(rank(ts_std_dev(returns), 20)",1.14,1.54,0.74,0.02,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(zscore(rank(ts_std_dev(returns), 2)",0.07,1.27,0.29,0.31,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(zscore(rank(ts_std_dev(returns), 4)",0.73,0.13,0.09,0.11,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(zscore(rank(ts_std_dev(returns), 8)",0.01,1.61,0.41,0.13,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_mean(rank(ts_std_dev(returns, 10), 5)",0.56,1.96,0.88,0.28,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 5)",1.24,0.84,0.16,0.73,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 10)",2.76,1.36,0.76,0.82,high_turnover
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_mean(rank(ts_std_dev(returns, 10), 20)",0.34,0.54,0.16,0.44,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 20)",1.38,0.78,0.01,0.32,low_fitness
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 4)",1.68,1.28,0.78,0.87,high_turnover
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 8)",1.14,0.74,0.44,0.25,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 5)",2.7,0.1,0.54,0.52,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(rank(ts_std_dev(returns, 20), 5)",-0.07,1.33,0.06,0.3,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 10)",1.22,0.22,0.88,0.37,low_fitness
USA,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 20)",0.07,0.07,0.89,0.36,low_sharpe
USA,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(rank(ts_std_dev(returns, 20), 20)",0.56,1.76,0.49,0.57,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(rank(ts_std_dev(returns, 20), 2)",0.25,1.25,0.19,0.79,low_sharpe
USA,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(rank(ts_std_dev(returns, 20), 8)",0.66,0.86,0.12,0.75,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,ts_rank(close,0.76,0.76,0.6,0.11,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(close, 5)",0.29,0.69,0.37,0.97,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(close, 10)",2.73,0.13,0.67,0.64,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(close, 10)",0.95,1.15,0.2,0.71,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(close, 20)",1.18,0.18,0.11,0.49,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(close, 2)",1.52,0.32,0.37,0.04,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(close, 4)",2.1,1.9,0.67,0.54,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(close, 8)",0.61,1.61,0.84,0.1,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,rank(close-open),0.45,0.25,0.22,0.39,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(close-open), 5)",1.45,1.65,0.7,0.56,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(close-open), 5)",0.35,0.35,0.5,0.73,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(close-open), 10)",1.03,1.43,0.56,0.19,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(close-open), 10)",0.06,1.66,0.16,0.72,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(close-open), 20)",1.7,1.7,0.65,0.93,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(close-open), 20)",2.76,0.16,0.03,0.64,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(close-open), 2)",1.41,0.41,0.31,0.03,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(close-open), 8)",0.94,0.34,0.54,0.42,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(-ts_corr(rank(volume), 5)",0.18,0.38,0.61,0.43,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(-ts_corr(rank(volume), 10)",0.71,0.31,0.85,0.64,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(-ts_corr(rank(volume), 10)",0.25,2.05,0.87,0.49,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(-ts_corr(rank(volume), 20)",1.21,0.61,0.63,0.84,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(-ts_corr(rank(volume), 20)",0.3,0.1,0.11,0.79,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(-ts_corr(rank(volume), 2)",0.52,1.72,0.83,0.04,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(-ts_corr(rank(volume), 4)",2.16,0.36,0.16,0.6,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(-ts_corr(rank(volume), 8)",1.63,1.43,0.64,0.28,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,rank(ts_std_dev(returns,0.46,0.06,0.35,0.8,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(ts_std_dev(returns, 5)",1.8,2.0,0.84,0.0,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_std_dev(returns, 5)",0.01,0.01,0.63,0.65,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_std_dev(returns, 10)",0.83,0.83,0.31,0.59,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(ts_std_dev(returns, 20)",1.55,1.75,0.8,0.16,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_std_dev(returns, 20)",1.59,0.79,0.55,0.45,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_std_dev(returns, 4)",1.62,0.22,0.6,0.81,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_std_dev(returns, 8)",1.16,1.36,0.75,0.37,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,rank(ts_rank(close),1.03,1.03,0.47,0.71,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(ts_rank(close), 5)",0.36,0.56,0.89,0.56,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_rank(close), 5)",-0.07,2.13,0.57,0.71,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(ts_rank(close), 20)",1.59,1.39,0.68,0.16,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_rank(close), 20)",0.33,0.13,0.67,0.03,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_rank(close), 2)",0.57,0.97,0.62,0.63,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_rank(close), 4)",-0.08,1.52,0.36,0.06,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_rank(close), 8)",0.77,1.37,0.78,0.52,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,zscore(ts_rank(close),0.16,0.76,0.69,0.96,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(zscore(ts_rank(close), 5)",2.37,2.17,0.71,0.97,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(zscore(ts_rank(close), 10)",0.56,0.76,0.45,0.1,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(zscore(ts_rank(close), 10)",1.67,0.67,0.86,0.99,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(zscore(ts_rank(close), 20)",0.54,1.74,0.14,0.45,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(zscore(ts_rank(close), 20)",1.74,2.14,0.62,0.76,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(zscore(ts_rank(close), 2)",0.82,2.02,0.31,0.82,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(zscore(ts_rank(close), 4)",0.44,1.24,0.26,0.44,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(zscore(ts_rank(close), 8)",1.72,2.12,0.74,0.46,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(ts_rank(close, 10), 5)",0.66,1.86,0.33,0.58,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(ts_rank(close, 10), 5)",0.66,2.06,0.8,0.87,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(ts_rank(close, 10), 20)",1.38,0.38,0.82,0.15,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(ts_rank(close, 10), 2)",-0.1,1.3,0.57,0.3,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(ts_rank(close, 10), 8)",0.33,0.33,0.41,0.67,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(ts_rank(close, 20), 5)",0.55,2.15,0.06,0.33,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(ts_rank(close, 20), 5)",1.41,1.61,0.74,0.5,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(ts_rank(close, 20), 10)",0.95,1.55,0.55,0.42,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(ts_rank(close, 20), 20)",0.28,1.88,0.02,0.73,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(ts_rank(close, 20), 20)",2.32,0.12,0.4,0.32,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(ts_rank(close, 20), 2)",1.76,0.56,0.32,0.46,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(ts_rank(close, 20), 4)",2.08,0.68,0.06,0.36,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(ts_rank(close, 20), 8)",0.69,1.69,0.04,0.05,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,rank(rank(close-open)),0.71,1.11,0.3,0.87,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(rank(close-open)), 5)",0.33,1.73,0.41,0.85,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(rank(close-open)), 5)",2.03,0.03,0.74,0.42,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(rank(close-open)), 10)",1.89,1.89,0.68,0.12,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(rank(close-open)), 10)",1.75,0.75,0.53,0.76,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(rank(close-open)), 20)",2.78,0.98,0.08,0.7,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(rank(close-open)), 20)",1.96,2.16,0.78,0.42,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(rank(close-open)), 2)",0.36,1.56,0.42,0.5,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(rank(close-open)), 4)",0.92,1.92,0.46,0.53,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(rank(close-open)), 8)",2.09,0.69,0.32,0.84,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,zscore(rank(close-open)),2.02,1.82,0.66,0.24,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(zscore(rank(close-open)), 5)",0.94,1.14,0.72,0.83,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(zscore(rank(close-open)), 10)",1.84,0.24,0.76,0.41,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(zscore(rank(close-open)), 20)",1.13,0.93,0.87,0.19,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(zscore(rank(close-open)), 20)",2.26,0.66,0.6,0.26,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(zscore(rank(close-open)), 2)",1.17,2.17,0.83,0.13,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(zscore(rank(close-open)), 4)",2.3,0.5,0.65,0.02,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(zscore(rank(close-open)), 8)",1.16,1.96,0.75,0.55,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(close-open), 10), 5)",0.0,1.4,0.2,0.89,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 5)",2.17,1.17,0.76,0.66,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(close-open), 10), 20)",1.16,0.36,0.28,0.02,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 20)",0.52,1.52,0.23,0.8,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(close-open), 10), 2)",0.31,0.51,0.5,0.38,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(close-open), 10), 4)",1.14,1.14,0.74,0.78,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(close-open), 20), 5)",2.25,0.65,0.56,0.37,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(close-open), 20), 10)",2.28,0.08,0.35,0.79,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(close-open), 20), 10)",0.84,0.44,0.36,0.12,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(close-open), 20), 20)",2.66,0.06,0.23,0.28,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(close-open), 20), 20)",0.27,1.87,0.83,0.2,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 2)",1.35,0.75,0.86,0.38,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 4)",0.27,0.47,0.83,0.85,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 8)",1.6,0.2,0.68,0.69,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,rank(-ts_corr(rank(volume)),0.14,1.74,0.73,0.66,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(-ts_corr(rank(volume)), 5)",1.4,1.2,0.65,0.21,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(-ts_corr(rank(volume)), 5)",-0.14,0.46,0.26,0.59,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(rank(-ts_corr(rank(volume)), 20)",0.09,0.49,0.04,0.37,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(rank(-ts_corr(rank(volume)), 20)",0.29,0.89,0.28,0.97,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(-ts_corr(rank(volume)), 2)",0.05,0.05,0.85,0.25,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(-ts_corr(rank(volume)), 4)",1.24,1.24,0.76,0.73,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(rank(-ts_corr(rank(volume)), 8)",2.75,0.95,0.07,0.58,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(zscore(-ts_corr(rank(volume)), 10)",0.24,1.64,0.87,0.84,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(zscore(-ts_corr(rank(volume)), 10)",2.04,0.44,0.06,0.13,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(zscore(-ts_corr(rank(volume)), 20)",1.36,0.96,0.39,0.26,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(zscore(-ts_corr(rank(volume)), 2)",0.77,1.17,0.61,0.93,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(zscore(-ts_corr(rank(volume)), 4)",0.01,0.81,0.33,0.24,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(zscore(-ts_corr(rank(volume)), 8)",2.49,0.29,0.04,0.8,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 5)",-0.2,0.4,0.34,0.23,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 5)",-0.15,1.05,0.47,0.0,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 10)",0.37,1.77,0.46,0.56,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 10)",-0.04,0.36,0.7,0.0,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 20)",0.76,1.16,0.82,0.82,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 20)",2.26,1.26,0.69,0.32,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 2)",-0.08,1.12,0.4,0.24,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 4)",1.24,0.84,0.42,0.43,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 8)",0.77,1.17,0.61,0.99,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 5)",1.82,0.42,0.54,0.0,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 5)",1.45,0.85,0.7,0.09,low_fitness
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 10)",0.05,1.45,0.72,0.77,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 10)",0.0,1.0,0.58,0.24,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 20)",2.03,2.03,0.61,0.07,high_turnover
USA,TOP1000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 20)",0.78,1.98,0.01,0.82,low_sharpe
USA,TOP1000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 2)",1.04,1.84,0.13,0.36,low_sharpe
